trial,search_mode,family,apparent_long_memory_score,finite_saturation_detected,nonstationarity_detected,grid_ceiling_only,detector_positive,ground_truth_is_hard_null,false_positive
712,adaptive_evolutionary,N1_large_but_finite_AR,0.8528233692009948,True,False,False,False,True,False
713,adaptive_evolutionary,N2_high_dimensional_SSM,0.8384283961101859,True,False,False,False,True,False
714,adaptive_evolutionary,N3_many_exponential_kernel,0.8611868790938275,True,False,False,False,True,False
715,adaptive_evolutionary,N4_slow_common_driver,0.8539257174385008,True,False,False,False,True,False
716,adaptive_evolutionary,N5_nonstationary_drift,0.8558130805339844,False,True,False,False,True,False
717,adaptive_evolutionary,N6_switching_regime,0.8847443527695127,False,True,False,False,True,False
718,adaptive_evolutionary,N7_colored_noise,0.8653865225979928,True,False,False,False,True,False
719,adaptive_evolutionary,N8_measurement_filter,0.8624549520479311,True,False,False,False,True,False
720,adaptive_evolutionary,N1_large_but_finite_AR,0.8526569763738177,True,False,False,False,True,False
721,adaptive_evolutionary,N2_high_dimensional_SSM,0.8786582050803495,True,False,False,False,True,False
722,adaptive_evolutionary,N3_many_exponential_kernel,0.8684041123636873,True,False,False,False,True,False
723,adaptive_evolutionary,N4_slow_common_driver,0.8851361268401142,True,False,False,False,True,False
724,adaptive_evolutionary,N5_nonstationary_drift,0.8852262110588532,False,True,False,False,True,False
725,adaptive_evolutionary,N6_switching_regime,0.8879121115505205,False,True,False,False,True,False
726,adaptive_evolutionary,N7_colored_noise,0.8790302336278906,True,False,False,False,True,False
727,adaptive_evolutionary,N8_measurement_filter,0.886538076390647,True,False,False,False,True,False
728,adaptive_evolutionary,N1_large_but_finite_AR,0.8675362617677327,True,False,False,False,True,False
729,adaptive_evolutionary,N2_high_dimensional_SSM,0.8841511222831999,True,False,False,False,True,False
730,adaptive_evolutionary,N3_many_exponential_kernel,0.881947552826879,True,False,False,False,True,False
731,adaptive_evolutionary,N4_slow_common_driver,0.8843307821485604,True,False,False,False,True,False
732,adaptive_evolutionary,N5_nonstationary_drift,0.8723712121979866,False,True,False,False,True,False
733,adaptive_evolutionary,N6_switching_regime,0.8887990721951995,False,True,False,False,True,False
734,adaptive_evolutionary,N7_colored_noise,0.8917941414347819,True,False,False,False,True,False
735,adaptive_evolutionary,N8_measurement_filter,0.889323462838495,True,False,False,False,True,False
736,adaptive_evolutionary,N1_large_but_finite_AR,0.88894004794671,True,False,False,False,True,False
737,adaptive_evolutionary,N2_high_dimensional_SSM,0.8773329546582394,True,False,False,False,True,False
738,adaptive_evolutionary,N3_many_exponential_kernel,0.8750810798239074,True,False,False,False,True,False
739,adaptive_evolutionary,N4_slow_common_driver,0.9075827452640326,True,False,False,False,True,False
740,adaptive_evolutionary,N5_nonstationary_drift,0.889228481436914,False,True,False,False,True,False
741,adaptive_evolutionary,N6_switching_regime,0.8887605040574489,False,True,False,False,True,False
742,adaptive_evolutionary,N7_colored_noise,0.8931993135516132,True,False,False,False,True,False
743,adaptive_evolutionary,N8_measurement_filter,0.8940421707886448,True,False,False,False,True,False
744,adaptive_evolutionary,N1_large_but_finite_AR,0.8951678025361752,True,False,False,False,True,False
745,adaptive_evolutionary,N2_high_dimensional_SSM,0.9082496347071602,True,False,False,False,True,False
746,adaptive_evolutionary,N3_many_exponential_kernel,0.9181137931851027,True,False,False,False,True,False
747,adaptive_evolutionary,N4_slow_common_driver,0.9396409732952977,True,False,False,False,True,False
748,adaptive_evolutionary,N5_nonstationary_drift,0.9241128050308154,False,True,False,False,True,False
749,adaptive_evolutionary,N6_switching_regime,0.9080886533508502,False,True,False,False,True,False
750,adaptive_evolutionary,N7_colored_noise,0.92614073834299,True,False,False,False,True,False
751,adaptive_evolutionary,N8_measurement_filter,0.9300935625499172,True,False,False,False,True,False
752,adaptive_evolutionary,N1_large_but_finite_AR,0.9081222672339212,True,False,False,False,True,False
753,adaptive_evolutionary,N2_high_dimensional_SSM,0.8929431569059779,True,False,False,False,True,False
754,adaptive_evolutionary,N3_many_exponential_kernel,0.9119408542584858,True,False,False,False,True,False
755,adaptive_evolutionary,N4_slow_common_driver,0.9242158391972413,True,False,False,False,True,False
756,adaptive_evolutionary,N5_nonstationary_drift,0.9251559427937706,False,True,False,False,True,False
757,adaptive_evolutionary,N6_switching_regime,0.9211390036889476,False,True,False,False,True,False
758,adaptive_evolutionary,N7_colored_noise,0.9125771111269754,True,False,False,False,True,False
759,adaptive_evolutionary,N8_measurement_filter,0.9245386280901217,True,False,False,False,True,False
760,adaptive_evolutionary,N1_large_but_finite_AR,0.9388282509190693,True,False,False,False,True,False
761,adaptive_evolutionary,N2_high_dimensional_SSM,0.9317414814754372,True,False,False,False,True,False
762,adaptive_evolutionary,N3_many_exponential_kernel,0.9420003881567668,True,False,False,False,True,False
763,adaptive_evolutionary,N4_slow_common_driver,0.9407689800385043,True,False,False,False,True,False
764,adaptive_evolutionary,N5_nonstationary_drift,0.9345635207057456,False,True,False,False,True,False
765,adaptive_evolutionary,N6_switching_regime,0.9358812667905275,False,True,False,False,True,False
766,adaptive_evolutionary,N7_colored_noise,0.9461228397303577,True,False,False,False,True,False
767,adaptive_evolutionary,N8_measurement_filter,0.9270441116589186,True,False,False,False,True,False
768,adaptive_evolutionary,N1_large_but_finite_AR,0.9353977294376828,True,False,False,False,True,False
769,adaptive_evolutionary,N2_high_dimensional_SSM,0.9336625192183947,True,False,False,False,True,False
770,adaptive_evolutionary,N3_many_exponential_kernel,0.9388052003546768,True,False,False,False,True,False
771,adaptive_evolutionary,N4_slow_common_driver,0.9298881614493151,True,False,False,False,True,False
772,adaptive_evolutionary,N5_nonstationary_drift,0.9376232461718333,False,True,False,False,True,False
773,adaptive_evolutionary,N6_switching_regime,0.9487025414667489,False,True,False,False,True,False
774,adaptive_evolutionary,N7_colored_noise,0.9303768203605907,True,False,False,False,True,False
775,adaptive_evolutionary,N8_measurement_filter,0.9613303658657527,True,False,False,False,True,False
776,adaptive_evolutionary,N1_large_but_finite_AR,0.9519080843294638,True,False,True,False,True,False
777,adaptive_evolutionary,N2_high_dimensional_SSM,0.9665638951186403,True,False,True,False,True,False
778,adaptive_evolutionary,N3_many_exponential_kernel,0.9612887521293134,True,False,False,False,True,False
779,adaptive_evolutionary,N4_slow_common_driver,0.9466485524931754,True,False,False,False,True,False
780,adaptive_evolutionary,N5_nonstationary_drift,0.9555531057217574,False,True,False,False,True,False
781,adaptive_evolutionary,N6_switching_regime,0.9631212235434891,False,True,False,False,True,False
782,adaptive_evolutionary,N7_colored_noise,0.9451990543755674,True,False,False,False,True,False
783,adaptive_evolutionary,N8_measurement_filter,0.9564625178354211,True,False,False,False,True,False
784,adaptive_evolutionary,N1_large_but_finite_AR,0.9495669206289616,True,False,True,False,True,False
785,adaptive_evolutionary,N2_high_dimensional_SSM,0.9567815308410597,True,False,True,False,True,False
786,adaptive_evolutionary,N3_many_exponential_kernel,0.962695819556108,True,False,False,False,True,False
787,adaptive_evolutionary,N4_slow_common_driver,0.9749176688627651,True,False,False,False,True,False
788,adaptive_evolutionary,N5_nonstationary_drift,0.9615613093720496,False,True,False,False,True,False
789,adaptive_evolutionary,N6_switching_regime,0.9694408877693731,False,True,False,False,True,False
790,adaptive_evolutionary,N7_colored_noise,0.9760340006288559,True,False,False,False,True,False
791,adaptive_evolutionary,N8_measurement_filter,0.9686523349963877,True,False,False,False,True,False
792,adaptive_evolutionary,N1_large_but_finite_AR,0.9702270260988868,True,False,True,False,True,False
793,adaptive_evolutionary,N2_high_dimensional_SSM,0.9747221753126397,True,False,True,False,True,False
794,adaptive_evolutionary,N3_many_exponential_kernel,0.9776453865137376,True,False,False,False,True,False
795,adaptive_evolutionary,N4_slow_common_driver,1.0,True,False,False,False,True,False
796,adaptive_evolutionary,N5_nonstationary_drift,0.9791627373151507,False,True,False,False,True,False
797,adaptive_evolutionary,N6_switching_regime,0.968216102884981,False,True,False,False,True,False
798,adaptive_evolutionary,N7_colored_noise,0.9683271251666812,True,False,False,False,True,False
799,adaptive_evolutionary,N8_measurement_filter,0.9820412932566843,True,False,False,False,True,False
